		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111011   44   65   58   54   64   59   59   61  5.507471 0.702212 SUCCESS  27
000111101   71   66   64   50   61   76   57   62 10.881715 0.208492 SUCCESS  28
000111111   70   71   44   57   59   54   58   64  9.622658 0.292515 SUCCESS  29
001000011   42   56   54   56   67   60   54   59  7.262595 0.508584 SUCCESS  30
001000101   57   61   56   62   54   49   67   69  5.564688 0.695863 SUCCESS  31
001000111   57   55   62   45   50   57   51   61  6.420888 0.600195 SUCCESS  32
001001011   60   55   66   65   49   58   55   53  4.414433 0.817932 SUCCESS  33
001001101   61   53   65   45   52   70   50   63  9.394750 0.310097 SUCCESS  34
001001111   51   70   70   54   60   42   59   64 11.351063 0.182590 SUCCESS  35
001010011   49   51   56   48   46   50   64   53 10.269702 0.246604 SUCCESS  36
001010101   60   63   58   73   50   65   58   64  6.412027 0.601181 SUCCESS  37
001010111   57   55   60   75   52   68   69   61  9.160798 0.328913 SUCCESS  38
001011011   61   70   69   49   53   57   66   65  8.040559 0.429518 SUCCESS  39
001011101   41   63   57   56   58   57   52   54  7.370436 0.497243 SUCCESS  40
001011111   54   54   66   62   52   49   72   58  7.479719 0.485866 SUCCESS  41
001100101   54   62   61   62   55   69   47   57  5.439950 0.709684 SUCCESS  42
001100111   73   73   78   59   63   65   51   55 15.873297 0.044230 SUCCESS  43
001101011   71   69   74   61   59   65   58   59  9.272416 0.319839 SUCCESS  44
001101101   67   45   55   73   71   49   63   61 13.028844 0.110861 SUCCESS  45
001101111   61   47   58   57   45   58   64   53  7.035168 0.532843 SUCCESS  46
001110101   73   49   67   54   59   61   41   61 12.565541 0.127698 SUCCESS  47
001110111   60   65   60   57   60   62   54   67  2.573036 0.958238 SUCCESS  48
001111011   71   72   74   53   55   61   59   58 10.678673 0.220579 SUCCESS  49
001111101   48   52   62   54   60   61   69   60  5.415566 0.712376 SUCCESS  50
001111111   67   70   60   59   63   56   62   55  4.291137 0.829947 SUCCESS  51
010000011   64   68   57   61   57   54   55   57  2.878287 0.941762 SUCCESS  52
010000111   44   54   46   48   85   69   65   53 24.357750 0.001996 FAILURE  53
010001011   43   66   64   57   49   60   70   75 14.365245 0.072728 SUCCESS  54
010001111   67   56   65   58   47   56   45   63  8.255760 0.408894 SUCCESS  55
010010011   66   63   60   61   64   59   47   59  4.255488 0.833368 SUCCESS  56
010010111   50   49   62   58   47   49   60   50  8.776692 0.361483 SUCCESS  57
010011011   61   58   52   43   56   66   55   73 10.149704 0.254676 SUCCESS  58
010011111   57   68   66   46   57   54   68   59  7.287941 0.505909 SUCCESS  59
010100011   54   49   61   62   51   56   58   49  5.273930 0.727937 SUCCESS  60
010100111   58   51   58   46   56   60   67   54  5.728784 0.677582 SUCCESS  61
010101011   53   61   55   72   59   57   54   66  5.367278 0.717696 SUCCESS  62
010101111   56   61   57   73   57   53   57   58  4.541987 0.805218 SUCCESS  63
010110011   59   66   69   57   59   61   49   53  5.164235 0.739887 SUCCESS  64
010110111   48   57   54   50   57   58   64   53  5.016967 0.755761 SUCCESS  65
010111011   57   55   53   68   66   62   58   45  6.843871 0.553568 SUCCESS  66
010111111   60   58   61   62   55   65   67   58  2.421578 0.965288 SUCCESS  67
011000111   61   57   58   49   62   69   46   59  6.735550 0.565415 SUCCESS  68
011001111   62   66   70   53   57   63   69   61  6.163513 0.628922 SUCCESS  69
011010111   66   63   65   76   66   67   68   64 11.142456 0.193757 SUCCESS  70
011011111   56   52   62   61   54   61   57   63  2.074565 0.978640 SUCCESS  71
011101111   58   63   54   61   57   74   57   40 11.204757 0.190365 SUCCESS  72
011111111   62   53   56   69   66   55   58   59  3.914588 0.864746 SUCCESS  73
100000000   44   42   50   61   59   60   63   52 11.419957 0.179020 SUCCESS  74
100010000   58   68   51   68   65   50   57   65  6.825600 0.555561 SUCCESS  75
100100000   48   58   61   51   63   66   71   59  7.055362 0.530671 SUCCESS  76
100101000   62   62   53   65   55   56   62   52  3.013328 0.933518 SUCCESS  77
100110000   59   58   66   61   60   54   64   52  2.726829 0.950314 SUCCESS  78
100111000   63   60   59   74   59   56   45   57  7.942541 0.439103 SUCCESS  79
101000000   64   64   48   57   62   62   68   67  6.084727 0.637742 SUCCESS  80
101000100   56   58   66   66   51   63   58   54  3.768282 0.877401 SUCCESS  81
101001000   47   52   72   51   67   56   56   58  8.867224 0.353620 SUCCESS  82
101001100   69   60   60   53   64   47   59   49  7.087234 0.527251 SUCCESS  83
101010000   48   74   55   57   66   56   57   75 12.141666 0.144994 SUCCESS  84
101010100   57   46   61   51   60   65   62   48  7.030016 0.533398 SUCCESS  85
101011000   64   66   58   60   61   50   51   52  4.755333 0.783378 SUCCESS  86
101011100   66   67   74   71   60   70   64   71 14.080669 0.079687 SUCCESS  87
101100000   57   49   55   53   69   53   62   46  8.079437 0.425749 SUCCESS  88
101100100   65   50   73   50   46   65   65   59 11.178037 0.191814 SUCCESS  89
101101000   66   54   62   52   58   56   49   59  4.151837 0.843171 SUCCESS  90
101101100   67   68   63   55   57   59   73   54  7.237318 0.511258 SUCCESS  91
101110000   65   59   48   54   54   58   46   67  7.617096 0.471738 SUCCESS  92
101110100   51   61   60   57   66   67   51   63  4.709862 0.788088 SUCCESS  93
101111000   55   60   71   62   57   61   67   55  4.650790 0.794164 SUCCESS  94
101111100   61   53   61   72   51   58   61   54  5.396814 0.714443 SUCCESS  95
110000000   47   54   48   71   60   67   66   55  9.895557 0.272433 SUCCESS  96
110000010   47   56   57   46   59   60   61   51  6.713020 0.567888 SUCCESS  97
110000100   63   65   49   68   46   52   58   58  7.882508 0.445031 SUCCESS  98
110001000   70   72   60   50   61   48   55   62  9.225021 0.323671 SUCCESS  99
110001010   65   59   65   72   59   65   63   49  7.085860 0.527398 SUCCESS 100
110010000   45   55   50   55   58   67   70   55  8.875191 0.352934 SUCCESS 101
110010010   59   58   61   58   53   54   46   54  4.397536 0.819595 SUCCESS 102
110010100   51   52   67   50   57   65   63   48  7.525191 0.481167 SUCCESS 103
110011000   58   60   71   65   64   63   55   62  4.542949 0.805121 SUCCESS 104
110011010   58   59   64   59   49   68   52   56  4.617476 0.797568 SUCCESS 105
110100000   68   57   48   59   45   56   55   63  7.652264 0.468153 SUCCESS 106
110100010   53   49   63   62   55   73   62   55  7.003778 0.536225 SUCCESS 107
110100100   48   53   67   57   77   46   54   68 14.481053 0.070057 SUCCESS 108
110101000   40   69   60   59   56   56   64   68 10.309610 0.243964 SUCCESS 109
110101010   50   44   58   50   69   57   58   50  9.853794 0.275438 SUCCESS 110
110101100   68   64   57   56   64   49   51   52  6.208023 0.623943 SUCCESS 111
110110000   66   49   47   51   75   55   59   57 11.047666 0.199013 SUCCESS 112
110110010   71   64   73   52   54   58   64   55  8.592470 0.377831 SUCCESS 113
110110100   62   55   68   57   43   46   50   64 11.093138 0.196478 SUCCESS 114
110111000   62   53   59   48   59   57   51   64  4.430369 0.816358 SUCCESS 115
110111010   68   55   57   57   71   56   52   53  6.016245 0.645412 SUCCESS 116
110111100   59   60   54   59   66   63   76   47  9.300991 0.317545 SUCCESS 117
111000000   51   56   57   71   54   70   51   64  8.037262 0.429839 SUCCESS 118
111000010   65   52   50   49   50   54   59   63  6.623931 0.577696 SUCCESS 119
111000100   67   66   70   38   51   51   54   60 14.480573 0.070068 SUCCESS 120
111000110   75   55   66   48   69   68   56   58 11.292472 0.185672 SUCCESS 121
111001000   56   54   55   62   60   57   74   55  5.375246 0.716819 SUCCESS 122
111001010   54   66   64   56   63   58   79   57  9.477313 0.303642 SUCCESS 123
111001100   55   68   65   63   50   69   45   68 10.753680 0.216050 SUCCESS 124
111010000   65   64   46   51   56   66   58   58  6.175671 0.627561 SUCCESS 125
111010010   53   51   68   40   64   45   50   64 15.034338 0.058481 SUCCESS 126
111010100   59   51   59   73   58   52   54   63  6.156919 0.629660 SUCCESS 127
111010110   54   52   51   53   56   57   60   48  5.159976 0.740349 SUCCESS 128
111011000   60   54   46   60   56   57   64   58  4.021948 0.855138 SUCCESS 129
111011010   60   73   61   54   64   48   55   63  7.150084 0.520530 SUCCESS 130
111011100   53   50   62   53   58   56   61   67  4.143870 0.843915 SUCCESS 131
111100000   52   56   61   74   50   65   56   58  7.285125 0.506206 SUCCESS 132
111100010   50   73   60   37   59   67   58   42 19.452441 0.012619 SUCCESS 133
111100100   63   64   56   66   64   64   47   61  5.316174 0.723310 SUCCESS 134
111100110   67   60   60   64   49   53   63   55  4.552771 0.804131 SUCCESS 135
111101000   70   68   50   58   51   72   60   71 11.836415 0.158653 SUCCESS 136
111101010   50   55   57   68   53   60   63   54  4.495554 0.809878 SUCCESS 137
111101100   61   70   56   58   52   68   64   53  5.805715 0.668984 SUCCESS 138
111101110   54   62   59   59   64   54   55   46  4.606211 0.798715 SUCCESS 139
111110000   56   54   52   62   42   63   58   59  6.826974 0.555411 SUCCESS 140
111110010   59   65   69   63   64   62   62   59  3.644986 0.887651 SUCCESS 141
111110100   61   51   59   59   50   57   62   70  4.961192 0.761716 SUCCESS 142
111110110   58   65   57   58   69   61   62   51  3.917404 0.864498 SUCCESS 143
111111000   58   62   60   45   57   57   64   62  4.336128 0.825595 SUCCESS 144
111111010   51   60   53   63   46   51   59   71  8.569460 0.379906 SUCCESS 145
111111100   53   69   65   56   63   50   66   59  5.816499 0.667778 SUCCESS 146
111111110   62   53   56   69   66   55   58   59  3.914588 0.864746 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   52   50   68   48   66   46   58   50 10.887279 0.208168 SUCCESS   0
000000011   47   55   61   43   55   42   62   61 12.669604 0.123734 SUCCESS   1
000000101   51   60   69   63   53   80   74   59 15.783728 0.045582 SUCCESS   2
000000111   53   52   68   49   59   49   68   67  8.943193 0.347111 SUCCESS   3
000001001   54   59   66   74   54   60   44   51 10.733967 0.217233 SUCCESS   4
000001011   62   69   70   59   54   73   71   69 12.600298 0.126362 SUCCESS   5
000001101   59   58   63   45   45   54   53   56  8.162893 0.417722 SUCCESS   6
000001111   48   58   55   53   64   51   70   62  6.841055 0.553875 SUCCESS   7
000010001   74   49   53   53   64   68   51   50 11.331830 0.183597 SUCCESS   8
000010011   52   48   67   53   50   76   65   61 11.962526 0.152884 SUCCESS   9
000010101   60   60   40   47   61   57   49   53 11.146578 0.193531 SUCCESS  10
000010111   59   65   65   52   51   70   73   66  9.891367 0.272734 SUCCESS  11
000011001   47   75   62   59   64   64   66   64  9.574851 0.296142 SUCCESS  12
000011011   65   64   64   52   54   61   49   62  4.798950 0.778833 SUCCESS  13
000011101   53   61   64   62   49   73   64   59  7.039427 0.532385 SUCCESS  14
000011111   51   63   62   44   70   56   61   61  7.926125 0.440720 SUCCESS  15
000100011   69   54   61   61   66   49   58   50  6.378714 0.604890 SUCCESS  16
000100101   69   65   55   79   59   52   50   55 12.360644 0.135824 SUCCESS  17
000100111   52   40   75   51   45   73   65   59 20.286180 0.009306 FAILURE  18
000101001   55   69   56   58   56   60   62   57  2.632108 0.955286 SUCCESS  19
000101011   53   69   55   48   57   51   55   40 12.331520 0.137014 SUCCESS  20
000101101   47   53   61   51   52   58   52   61  5.925714 0.655553 SUCCESS  21
000101111   58   63   60   62   59   64   65   59  1.675073 0.989406 SUCCESS  22
000110011   57   70   62   45   46   57   59   63  9.043066 0.338676 SUCCESS  23
000110101   56   56   70   53   55   50   74   63  9.059963 0.337263 SUCCESS  24
000110111   75   52   58   46   65   60   56   58  9.170620 0.328108 SUCCESS  25
000111001   63   47   59   64   59   55   59   54  3.897691 0.866234 SUCCESS  26
000111011   47   63   59   56   44   69   54   54  9.394269 0.310135 SUCCESS  27
000111101   71   50   57   63   54   51   65   62  6.676478 0.571906 SUCCESS  28
000111111   72   61   58   49   63   65   66   48  8.795032 0.359881 SUCCESS  29
001000011   60   63   69   53   53   61   58   57  3.500535 0.899148 SUCCESS  30
001000101   66   55   56   62   52   61   53   42  7.941579 0.439198 SUCCESS  31
001000111   49   65   56   71   63   48   55   54  8.142287 0.419696 SUCCESS  32
001001011   63   53   54   68   60   51   48   59  5.945428 0.653345 SUCCESS  33
001001101   62   61   51   63   69   44   61   73 10.953907 0.204325 SUCCESS  34
001001111   68   48   67   56   48   72   57   68 11.516602 0.174110 SUCCESS  35
001010011   52   69   57   68   54   69   68   65  8.579351 0.379013 SUCCESS  36
001010101   59   60   64   57   61   56   46   53  4.257343 0.833191 SUCCESS  37
001010111   56   66   57   52   63   51   53   50  5.257995 0.729679 SUCCESS  38
001011011   47   61   58   56   61   63   70   58  5.294125 0.725727 SUCCESS  39
001011101   59   42   67   49   53   69   58   63 10.579693 0.226670 SUCCESS  40
001011111   45   52   66   64   59   55   68   53  7.885324 0.444752 SUCCESS  41
001100101   50   59   59   70   63   71   50   70 10.058760 0.260926 SUCCESS  42
001100111   56   69   54   59   59   54   61   57  2.921423 0.939191 SUCCESS  43
001101011   64   57   70   69   62   59   66   63  5.960951 0.651606 SUCCESS  44
001101101   61   56   57   69   60   66   55   63  3.606521 0.890767 SUCCESS  45
001101111   66   54   58   42   63   55   56   64  7.471270 0.486741 SUCCESS  46
001110101   63   52   55   70   75   58   66   68 10.600368 0.225387 SUCCESS  47
001110111   52   62   60   56   48   66   62   55  4.555107 0.803895 SUCCESS  48
001111011   62   46   56   74   58   40   55   68 15.232710 0.054775 SUCCESS  49
001111101   58   54   59   61   71   44   56   68  8.597141 0.377411 SUCCESS  50
001111111   68   58   64   56   69   62   62   50  5.659890 0.685268 SUCCESS  51
010000011   57   55   59   58   69   53   72   60  5.830100 0.666257 SUCCESS  52
010000111   49   68   53   51   68   59   63   46  9.521824 0.300203 SUCCESS  53
010001011   61   54   55   69   49   55   62   52  5.512622 0.701641 SUCCESS  54
010001111   67   53   51   55   67   53   61   49  6.648796 0.574954 SUCCESS  55
010010011   61   60   56   53   56   66   46   67  5.953876 0.652399 SUCCESS  56
010010111   56   60   65   63   61   53   45   50  6.540475 0.586922 SUCCESS  57
010011011   63   58   54   71   60   48   53   70  8.215921 0.412668 SUCCESS  58
010011111   62   57   61   60   44   71   58   59  6.827935 0.555306 SUCCESS  59
010100011   67   56   59   45   65   59   59   56  5.485902 0.704601 SUCCESS  60
010100111   62   65   52   61   41   59   71   66 10.853553 0.210136 SUCCESS  61
010101011   53   58   58   52   65   53   50   53  4.654499 0.793784 SUCCESS  62
010101111   59   50   60   60   60   53   59   58  2.044548 0.979616 SUCCESS  63
010110011   68   79   62   81   59   59   54   56 18.042956 0.020907 SUCCESS  64
010110111   55   57   69   62   71   55   66   63  6.406876 0.601754 SUCCESS  65
010111011   65   58   55   51   58   61   50   50  4.835973 0.774955 SUCCESS  66
010111111   51   53   63   69   66   69   86   65 20.215431 0.009551 FAILURE  67
011000111   59   57   51   57   62   52   57   64  2.712748 0.951072 SUCCESS  68
011001111   55   61   54   63   58   42   52   53  7.440773 0.489906 SUCCESS  69
011010111   54   57   59   61   60   60   73   56  4.279873 0.831031 SUCCESS  70
011011111   71   68   72   54   62   68   63   70 11.745471 0.162927 SUCCESS  71
011101111   44   65   74   51   69   69   57   46 16.255891 0.038861 SUCCESS  72
011111111   60   53   59   67   64   62   74   61  6.596318 0.580745 SUCCESS  73
100000000   52   50   68   48   66   46   58   50 10.887279 0.208168 SUCCESS  74
100010000   59   61   67   48   51   63   54   57  5.163754 0.739939 SUCCESS  75
100100000   45   57   65   73   60   66   53   50 10.517805 0.230545 SUCCESS  76
100101000   65   60   61   42   72   51   55   58 10.149704 0.254676 SUCCESS  77
100110000   59   70   59   61   56   55   63   68  4.477764 0.811654 SUCCESS  78
100111000   65   60   54   54   51   70   56   63  5.234572 0.732236 SUCCESS  79
101000000   57   47   74   57   71   70   54   57 11.906271 0.155435 SUCCESS  80
101000100   62   64   69   54   49   57   61   58  4.731430 0.785858 SUCCESS  81
101001000   49   60   55   61   60   73   66   60  6.557853 0.584998 SUCCESS  82
101001100   66   53   56   52   61   53   67   64  4.788166 0.779959 SUCCESS  83
101010000   46   56   58   56   62   56   58   56  3.640247 0.888037 SUCCESS  84
101010100   60   62   55   50   48   54   60   54  4.714052 0.787656 SUCCESS  85
101011000   60   57   50   57   69   72   48   46 11.329014 0.183745 SUCCESS  86
101011100   50   66   63   56   55   63   57   50  4.706565 0.788429 SUCCESS  87
101100000   63   72   60   72   60   68   64   65  9.115807 0.332621 SUCCESS  88
101100100   54   57   48   76   63   57   57   62  8.318610 0.402982 SUCCESS  89
101101000   57   61   64   56   62   63   54   60  1.674592 0.989416 SUCCESS  90
101101100   67   67   57   59   62   58   60   53  3.227636 0.919271 SUCCESS  91
101110000   55   50   57   48   50   61   58   53  5.782224 0.671611 SUCCESS  92
101110100   69   42   60   53   64   69   64   61 10.272106 0.246445 SUCCESS  93
101111000   47   61   61   60   47   53   63   62  6.178006 0.627300 SUCCESS  94
101111100   64   49   69   71   51   55   55   48 10.241609 0.248476 SUCCESS  95
110000000   48   58   60   48   60   54   64   63  5.358348 0.718678 SUCCESS  96
110000010   66   60   56   65   58   66   53   65  3.936637 0.862795 SUCCESS  97
110000100   57   55   60   58   51   62   62   63  2.088165 0.978189 SUCCESS  98
110001000   61   56   77   52   52   46   55   53 11.404502 0.179816 SUCCESS  99
110001010   59   81   61   39   49   52   58   42 23.128710 0.003203 FAILURE 100
110010000   54   52   67   67   59   60   61   54  4.098398 0.848138 SUCCESS 101
110010010   55   56   62   60   80   66   53   53 10.591438 0.225940 SUCCESS 102
110010100   58   58   54   47   66   55   42   57  9.069305 0.336483 SUCCESS 103
110011000   60   76   58   65   48   56   60   64  8.600438 0.377115 SUCCESS 104
110011010   54   63   54   78   52   70   55   57 10.929522 0.205725 SUCCESS 105
110100000   71   49   60   52   71   70   63   52 11.086613 0.196840 SUCCESS 106
110100010   58   57   75   58   56   53   67   65  7.277638 0.506995 SUCCESS 107
110100100   52   56   51   61   64   68   62   63  4.558404 0.803562 SUCCESS 108
110101000   54   59   69   62   57   60   59   53  3.089297 0.928629 SUCCESS 109
110101010   54   60   49   45   52   51   64   54  8.241198 0.410271 SUCCESS 110
110101100   61   53   60   72   72   63   63   61  7.527114 0.480969 SUCCESS 111
110110000   57   72   56   69   56   63   59   66  6.442044 0.597843 SUCCESS 112
110110010   58   53   53   60   55   57   53   66  3.037232 0.931999 SUCCESS 113
110110100   56   55   61   51   55   72   68   67  7.531785 0.480488 SUCCESS 114
110111000   60   51   57   52   63   54   54   67  4.270943 0.831888 SUCCESS 115
110111010   68   51   51   63   44   64   60   51  9.364733 0.312468 SUCCESS 116
110111100   46   56   60   53   60   39   67   57 11.801658 0.160275 SUCCESS 117
111000000   48   61   62   49   50   53   64   54  6.845726 0.553366 SUCCESS 118
111000010   51   49   54   53   57   57   64   61  4.435520 0.815849 SUCCESS 119
111000100   52   44   73   59   57   44   51   66 14.106839 0.079023 SUCCESS 120
111000110   63   65   57   67   55   61   55   63  3.124947 0.926273 SUCCESS 121
111001000   52   62   76   62   49   59   62   48 10.296010 0.244861 SUCCESS 122
111001010   69   62   45   60   61   57   51   48  8.650581 0.372624 SUCCESS 123
111001100   52   66   58   62   58   47   58   52  5.204074 0.735558 SUCCESS 124
111010000   80   51   64   50   74   66   57   63 16.143380 0.040373 SUCCESS 125
111010010   52   56   58   64   66   70   63   61  4.945737 0.763360 SUCCESS 126
111010100   54   53   53   62   68   55   63   55  4.076349 0.850170 SUCCESS 127
111010110   69   53   64   61   55   64   60   63  4.042142 0.853301 SUCCESS 128
111011000   60   63   51   55   43   53   55   61  6.986399 0.538101 SUCCESS 129
111011010   61   56   57   57   60   61   68   62  2.113030 0.977349 SUCCESS 130
111011100   55   58   59   45   61   50   47   64  7.992684 0.434185 SUCCESS 131
111100000   49   66   62   51   49   52   62   51  7.608647 0.472601 SUCCESS 132
111100010   46   60   65   46   59   52   57   50  8.704020 0.367876 SUCCESS 133
111100100   68   67   65   68   67   74   71   54 13.087504 0.108874 SUCCESS 134
111100110   44   60   46   66   62   56   61   59  8.077102 0.425975 SUCCESS 135
111101000   63   46   61   52   63   55   58   60  4.692964 0.789832 SUCCESS 136
111101010   55   67   53   51   61   60   68   59  4.696261 0.789492 SUCCESS 137
111101100   62   57   53   57   49   45   59   65  6.605179 0.579766 SUCCESS 138
111101110   62   54   63   57   59   56   61   60  1.200986 0.996632 SUCCESS 139
111110000   56   42   72   61   61   54   70   60 10.969843 0.203414 SUCCESS 140
111110010   66   73   60   68   54   80   67   60 15.473325 0.050570 SUCCESS 141
111110100   59   58   62   49   72   56   60   50  6.470619 0.594668 SUCCESS 142
111110110   65   63   62   60   64   58   67   58  2.865648 0.942504 SUCCESS 143
111111000   52   50   62   62   74   59   70   53  9.392896 0.310243 SUCCESS 144
111111010   61   57   72   51   61   67   62   54  6.125048 0.633227 SUCCESS 145
111111100   59   49   51   68   70   66   80   59 15.261353 0.054258 SUCCESS 146
111111110   60   53   59   67   64   62   74   61  6.596318 0.580745 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   63   66   49   61   63   62   70   62  5.865749 0.662267 SUCCESS   0
000000011   66   55   63   58   60   50   73   70  8.619671 0.375388 SUCCESS   1
000000101   61   52   59   66   58   66   62   55  3.165267 0.923562 SUCCESS   2
000000111   68   50   54   56   49   54   57   62  5.728784 0.677582 SUCCESS   3
000001001   50   53   58   54   48   50   61   56  6.014803 0.645574 SUCCESS   4
000001011   51   64   76   59   55   67   63   57  8.546518 0.381981 SUCCESS   5
000001101   59   66   55   63   54   56   63   60  2.353577 0.968209 SUCCESS   6
000001111   54   43   48   68   52   53   53   50 11.703640 0.164925 SUCCESS   7
000010001   65   68   52   59   67   50   56   59  5.659409 0.685322 SUCCESS   8
000010011   52   63   58   55   55   48   62   64  4.352064 0.824045 SUCCESS   9
000010101   53   58   65   52   64   57   71   62  5.418863 0.712012 SUCCESS  10
000010111   60   60   73   54   58   61   69   60  5.946870 0.653183 SUCCESS  11
000011001   63   61   61   74   61   67   52   59  6.617886 0.578363 SUCCESS  12
000011011   60   56   64   56   55   47   67   50  6.026548 0.644258 SUCCESS  13
000011101   71   57   71   60   55   53   63   57  6.525501 0.588581 SUCCESS  14
000011111   49   44   52   69   54   66   48   56 11.696153 0.165284 SUCCESS  15
000100011   76   58   46   68   61   50   62   57 11.264790 0.187142 SUCCESS  16
000100101   57   64   53   60   60   59   57   47  3.683864 0.884461 SUCCESS  17
000100111   63   69   64   55   55   64   46   78 12.956172 0.113367 SUCCESS  18
000101001   55   47   54   57   54   63   50   69  7.075969 0.528459 SUCCESS  19
000101011   53   56   58   53   53   41   68   53  9.583231 0.295504 SUCCESS  20
000101101   39   65   53   48   67   46   65   56 15.096707 0.057292 SUCCESS  21
000101111   63   66   55   53   54   56   66   68  5.007626 0.756761 SUCCESS  22
000110011   72   54   58   60   64   62   54   66  5.473264 0.706000 SUCCESS  23
000110101   44   68   61   60   49   56   52   68  9.581376 0.295645 SUCCESS  24
000110111   53   44   56   52   54   58   54   56  6.363671 0.606566 SUCCESS  25
000111001   59   49   61   65   54   45   61   53  6.886527 0.548924 SUCCESS  26
000111011   69   64   60   63   64   58   76   49 10.010472 0.264292 SUCCESS  27
000111101   59   62   52   54   58   57   56   74  5.667377 0.684434 SUCCESS  28
000111111   61   56   68   73   58   62   50   60  6.831232 0.554946 SUCCESS  29
001000011   52   55   66   59   67   65   51   56  5.045129 0.752742 SUCCESS  30
001000101   61   69   55   64   60   54   56   54  3.616824 0.889936 SUCCESS  31
001000111   66   51   57   60   58   63   63   62  2.873135 0.942065 SUCCESS  32
001001011   60   49   61   64   53   64   58   50  4.717349 0.787315 SUCCESS  33
001001101   72   52   50   63   50   55   74   77 17.046494 0.029629 SUCCESS  34
001001111   66   49   64   60   57   57   42   58  8.193391 0.414811 SUCCESS  35
001010011   55   61   38   53   55   59   53   65 10.067621 0.260312 SUCCESS  36
001010101   58   69   64   52   53   49   69   60  7.263557 0.508482 SUCCESS  37
001010111   68   70   60   53   56   55   58   49  6.403098 0.602175 SUCCESS  38
001011011   45   63   63   53   60   64   60   54  5.493870 0.703719 SUCCESS  39
001011101   59   57   65   59   64   66   57   49  3.865819 0.869022 SUCCESS  40
001011111   57   56   55   61   52   52   57   49  3.913145 0.864873 SUCCESS  41
001100101   42   71   55   64   64   67   44   54 14.226426 0.076051 SUCCESS  42
001100111   79   58   61   57   68   58   55   61  9.160798 0.328913 SUCCESS  43
001101011   60   60   52   58   59   56   51   54  2.493289 0.962043 SUCCESS  44
001101101   58   52   66   47   57   57   74   65  9.035579 0.339303 SUCCESS  45
001101111   58   49   53   65   48   52   53   44 10.286119 0.245516 SUCCESS  46
001110101   62   65   60   48   69   59   55   54  5.421198 0.711754 SUCCESS  47
001110111   69   58   62   58   66   54   71   50  7.323590 0.502156 SUCCESS  48
001111011   57   69   47   53   59   63   42   69 12.032383 0.149765 SUCCESS  49
001111101   51   49   60   70   61   65   54   59  6.156919 0.629660 SUCCESS  50
001111111   70   57   62   66   60   55   43   63  8.332210 0.401710 SUCCESS  51
010000011   46   53   54   57   52   57   47   56  7.402307 0.493912 SUCCESS  52
010000111   59   66   65   61   64   59   53   59  2.738094 0.949704 SUCCESS  53
010001011   54   68   57   59   57   61   63   55  2.656492 0.954034 SUCCESS  54
010001111   62   53   61   67   58   68   56   67  4.853832 0.773078 SUCCESS  55
010010011   68   60   59   52   61   53   54   58  3.421749 0.905177 SUCCESS  56
010010111   59   57   61   59   50   49   57   47  5.706736 0.680043 SUCCESS  57
010011011   57   54   51   59   50   55   70   69  7.184771 0.516835 SUCCESS  58
010011111   66   45   59   61   65   52   56   74 10.033895 0.262655 SUCCESS  59
010100011   45   68   70   65   66   75   55   66 14.401375 0.071885 SUCCESS  60
010100111   55   62   47   59   64   58   45   68  8.209807 0.413249 SUCCESS  61
010101011   62   70   66   47   62   57   64   66  7.364391 0.497876 SUCCESS  62
010101111   46   60   59   48   57   57   75   56  9.827555 0.277339 SUCCESS  63
010110011   60   62   40   58   62   71   72   46 15.173638 0.055856 SUCCESS  64
010110111   47   61   63   60   60   58   58   58  2.929391 0.938710 SUCCESS  65
010111011   60   64   67   58   62   68   54   44  7.618057 0.471639 SUCCESS  66
010111111   53   56   68   48   59   55   54   59  4.933511 0.764658 SUCCESS  67
011000111   57   55   57   68   68   58   54   51  4.831303 0.775445 SUCCESS  68
011001111   74   60   47   64   68   70   65   56 11.511931 0.174344 SUCCESS  69
011010111   57   64   62   49   59   52   53   60  3.835322 0.871667 SUCCESS  70
011011111   70   60   56   61   57   61   61   43  7.071298 0.528960 SUCCESS  71
011101111   62   66   64   55   70   56   56   45  7.650410 0.468342 SUCCESS  72
011111111   55   59   62   53   66   52   41   57  8.385169 0.396778 SUCCESS  73
