		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.804688	M = 30116	N = 8	m = 9	n = 240932
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000011   39   46   51   40   42   42   40   47 35.670363 0.000020 FAILURE  30
001000101   40   32   40   46   61   49   42   46 37.578589 0.000009 FAILURE  31
001000111   68   68   56   70   54   74   61   63 10.176525 0.252854 SUCCESS  32
001001011   17   24   40   46   51   44   40   55 72.533050 0.000000 FAILURE  33
001001101   41   62   54   79   57   76   82   62 28.229245 0.000433 FAILURE  34
001001111   67   73   58   51   42   56   58   58 10.934045 0.205464 SUCCESS  35
001010011  101   94   96   83   98   85   82   99 164.667786 0.000000 FAILURE  36
001010101  145   97  112  119   99   86   99   97 365.263095 0.000000 FAILURE  37
001010111   24   24   36   44   67   47   42   67 65.380982 0.000000 FAILURE  38
001011011   42   46   70   83   85   69   57   70 36.503168 0.000014 FAILURE  39
001011101   56   61   56   63   61   56   60   67  2.100156 0.977786 SUCCESS  40
001011111   56   53   44   52   46   42   38   46 23.742923 0.002531 FAILURE  41
001100101   26   42   53   59   46   60   65   55 28.320741 0.000417 FAILURE  42
001100111   36   60   48   45   58   45   60   43 22.354274 0.004300 FAILURE  43
001101011   22   42   47   64   65   62   62   59 32.745791 0.000068 FAILURE  44
001101101   56   71   81   68   78   74   63   68 25.239280 0.001416 FAILURE  45
001101111  122   63   76   51   49   57   56   53 79.286163 0.000000 FAILURE  46
001110101   68   64   61   60   41   49   62   59  9.516545 0.300609 SUCCESS  47
001110111  114  103   86   63   67   69   65   51 105.989506 0.000000 FAILURE  48
001111011   31   49   50   67   64   54   57   76 23.966855 0.002321 FAILURE  49
001111101   65   62   51   45   39   49   41   46 22.322126 0.004353 FAILURE  50
001111111   92   78   41   39   36   35   29   23 95.602110 0.000000 FAILURE  51
010000011   44   43   36   33   41   42   45   39 49.889872 0.000000 FAILURE  52
010000111   58   49   49   30   42   48   39   44 35.752792 0.000019 FAILURE  53
010001011   62   52   57   68   62   72   62   61  6.043547 0.642354 SUCCESS  54
010001111   95   92   63   64   44   47   48   45 54.907860 0.000000 FAILURE  55
010010011   52   64   47   62   50   64   73   54  9.706131 0.286260 SUCCESS  56
010010111   44   51   59   52   58   44   40   52 16.638389 0.034103 SUCCESS  57
010011011  101   94   88   84   83  100   96   82 153.168975 0.000000 FAILURE  58
010011111   97  108   73   76   58   73   67   72 84.753112 0.000000 FAILURE  59
010100011   94  114   97   87   83   95   97   89 190.008032 0.000000 FAILURE  60
010100111  112  120  105  106  104   90  108   96 312.225964 0.000000 FAILURE  61
010101011  109   67   79   84   69   63   75   74 74.631961 0.000000 FAILURE  62
010101111   55   36   40   47   40   37   28   44 53.188121 0.000000 FAILURE  63
010110011   23   46   47   56   52   49   51   50 32.954336 0.000063 FAILURE  64
010110111   59   47   45   48   47   49   39   40 25.111515 0.001488 FAILURE  65
010111011   69   53   45   43   48   48   59   43 18.662839 0.016771 SUCCESS  66
010111111   65   52   35   40   43   26   24   37 70.650652 0.000000 FAILURE  67
011000111   79   75   72   71   67   57   50   56 20.201235 0.009601 FAILURE  68
011001111   30   57   46   48   50   39   51   43 33.307681 0.000054 FAILURE  69
011010111   22   41   52   64   75   65   56   62 36.288579 0.000016 FAILURE  70
011011111  106   56   57   47   28   47   40   41 72.744342 0.000000 FAILURE  71
011101111   96   67   52   42   46   43   45   18 71.195506 0.000000 FAILURE  72
011111111   71   66   40   29   40   28   31   24 83.166359 0.000000 FAILURE  73
100000000   41   32   47   33   38   45   43   40 53.942070 0.000000 FAILURE  74
100010000   44   49   57   39   42   56   41   61 23.262638 0.003043 FAILURE  75
100100000   21   39   36   41   38   54   48   60 56.844111 0.000000 FAILURE  76
100101000   54   70   50   58   57   65   71   76 12.531514 0.129018 SUCCESS  77
100110000   87   60   55   55   72   57   55   56 18.025665 0.021035 SUCCESS  78
100111000   59   58   70   56   67   73   67   68  9.746796 0.283249 SUCCESS  79
101000000   29   38   50   37   29   51   30   41 69.812901 0.000000 FAILURE  80
101000100   61   62   60   69   62   69   62   71  6.919490 0.545344 SUCCESS  81
101001000   63   60   47   47   53   60   51   53  7.516824 0.482030 SUCCESS  82
101001100   51   66   68   73   76   62   71   70 17.210170 0.027994 SUCCESS  83
101010000   87   59   55   64   76   63   73   84 34.924658 0.000028 FAILURE  84
101010100  138  136  149  152  136  119  145  131 901.677529 0.000000 FAILURE  85
101011000   49   47   49   45   51   46   63   51 14.517497 0.069235 SUCCESS  86
101011100   25   35   43   46   51   50   59   80 47.670341 0.000000 FAILURE  87
101100000   23   43   40   30   45   48   50   40 60.729802 0.000000 FAILURE  88
101100100   35   55   63   89   75   89   76   90 69.519180 0.000000 FAILURE  89
101101000   49   37   64   53   61   60   52   47 14.492769 0.069792 SUCCESS  90
101101100   31   61   80   96   95   93   79   98 123.694927 0.000000 FAILURE  91
101110000   88   71   74   60   83   71   84   76 50.961446 0.000000 FAILURE  92
101110100   65   75   69   83   68   85   60   86 43.993469 0.000001 FAILURE  93
101111000   50   42   38   31   25   32   36   36 78.555020 0.000000 FAILURE  94
101111100   80   48   67   69   59   64   64   66 14.821934 0.062702 SUCCESS  95
110000000   50   47   43   40   44   37   57   41 32.271002 0.000083 FAILURE  96
110000010   71   52   54   39   46   56   52   56 14.706809 0.065103 SUCCESS  97
110000100   71   61   65   56   67   68   55   64  6.910423 0.546328 SUCCESS  98
110001000   44   57   67   54   58   68   62   57  7.233544 0.511658 SUCCESS  99
110001010   76   71   77   60   67   63   68   75 21.251377 0.006509 FAILURE 100
110010000   16   52   44   47   57   49   36   59 50.231952 0.000000 FAILURE 101
110010010   37   56   65   92   68  114   84  104 130.692303 0.000000 FAILURE 102
110010100   93  101   66   76   79   89   88   78 102.653889 0.000000 FAILURE 103
110011000   96   72   68   70   76   49   61   56 38.194057 0.000007 FAILURE 104
110011010   77   76   80   97  103   97  116   87 176.081145 0.000000 FAILURE 105
110100000   34   35   38   32   32   45   31   34 81.429860 0.000000 FAILURE 106
110100010   68   63   79   78   72   85   80   81 47.138675 0.000000 FAILURE 107
110100100   33   39   41   40   48   47   40   30 55.711265 0.000000 FAILURE 108
110101000   94   68   42   65   72   64   66   57 33.414288 0.000052 FAILURE 109
110101010  102  106  116  117  106   96  121  108 363.135884 0.000000 FAILURE 110
110101100   53   57   66   62   50   65   46   56  6.799419 0.558421 SUCCESS 111
110110000   32   36   48   40   56   46   30   41 53.237029 0.000000 FAILURE 112
110110010   69   81   92  117  117   96  100  121 271.169852 0.000000 FAILURE 113
110110100   53   45   65   75   71   72   57   58 14.976626 0.059602 SUCCESS 114
110111000  118   87   79   63   76   73   71   75 99.050104 0.000000 FAILURE 115
110111010  125  134  114  100   79  124  108  115 439.903153 0.000000 FAILURE 116
110111100   67   53   47   36   24   40   37   30 63.839839 0.000000 FAILURE 117
111000000   80   58   47   53   55   40   53   56 18.157826 0.020074 SUCCESS 118
111000010  101   95   96   81   80   77   80   87 122.938780 0.000000 FAILURE 119
111000100   39   71   76   59   56   69   71   73 22.837581 0.003579 FAILURE 120
111000110   60   41   56   41   56   52   63   55 12.829082 0.117867 SUCCESS 121
111001000   32   49   45   44   47   35   35   40 50.128366 0.000000 FAILURE 122
111001010   79   86   68   68   78   76   82   71 46.906226 0.000000 FAILURE 123
111001100   83   64   69   71   68   62   69   61 18.791153 0.016017 SUCCESS 124
111010000   52   53   43   33   34   36   29   45 56.445156 0.000000 FAILURE 125
111010010   48   56   36   34   33   49   35   24 66.821837 0.000000 FAILURE 126
111010100  122   96   68   71   76   71   94   79 135.427285 0.000000 FAILURE 127
111010110   81   59   67   55   36   53   40   57 26.112200 0.001005 FAILURE 128
111011000   54   42   62   42   47   38   32   39 40.110800 0.000003 FAILURE 129
111011010   44   53   50   59   57   54   51   44 11.199191 0.190666 SUCCESS 130
111011100   61   64   65   54   63   56   60   59  2.113894 0.977320 SUCCESS 131
111100000  105   70   45   49   43   40   47   45 61.183985 0.000000 FAILURE 132
111100010   41   68   51   35   45   47   62   48 26.131159 0.000997 FAILURE 133
111100100   47   58   53   53   42   56   37   40 23.329955 0.002965 FAILURE 134
111100110   94   54   70   67   66   54   63   51 28.270460 0.000425 FAILURE 135
111101000   59   67   40   31   36   32   26   36 70.843261 0.000000 FAILURE 136
111101010   82   58   36   50   44   40   55   54 30.713648 0.000158 FAILURE 137
111101100   53   41   51   59   54   46   42   58 15.505269 0.050034 SUCCESS 138
111101110   58   74   70   56   57   65   61   77 13.052739 0.110048 SUCCESS 139
111110000  104   74   81   82   71   56   66   49 63.457645 0.000000 FAILURE 140
111110010   72   64   49   49   56   51   52   41 14.515574 0.069278 SUCCESS 141
111110100  110  125   54   44   43   47   28   30 165.522572 0.000000 FAILURE 142
111110110   49   37   38   26   27   42   32   34 82.793781 0.000000 FAILURE 143
111111000   83   67   59   49   54   42   45   33 33.598929 0.000048 FAILURE 144
111111010  101  110   46   36   30   34   20   35 151.279708 0.000000 FAILURE 145
111111100   76   55   41   42   42   28   38   23 67.801640 0.000000 FAILURE 146
111111110   71   66   40   29   40   28   31   24 83.166359 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.804688	M = 30116	N = 8	m = 9	n = 240932
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   42   37   40   43   55   61   58   57 24.345203 0.002005 FAILURE   0
000000011   46   37   32   38   34   52   49   46 47.696993 0.000000 FAILURE   1
000000101   51   53   58   56   62   50   48   50  6.772217 0.561396 SUCCESS   2
000000111   49   42   49   44   42   64   53   51 19.305234 0.013310 SUCCESS   3
000001001   44   39   37   36   39   54   37   51 44.991956 0.000000 FAILURE   4
000001011   58   62   75   55   53   49   44   63 11.504452 0.174721 SUCCESS   5
000001101   58   41   31   53   67   48   54   64 23.887723 0.002393 FAILURE   6
000001111   31   42   41   41   37   51   42   34 54.926818 0.000000 FAILURE   7
000010001   39   52   46   52   66   62   37   55 21.113996 0.006851 FAILURE   8
000010011   61   81   64   65   78   72   62   71 22.233103 0.004502 FAILURE   9
000010101   80   69   73  109   76   61   62   44 66.895198 0.000000 FAILURE  10
000010111   67   88  102   62   57   65   63   68 51.688193 0.000000 FAILURE  11
000011001   48   42   40   38   51   44   65   43 30.841138 0.000150 FAILURE  12
000011011   70   60   49   70   78   63   70   72 18.178158 0.019930 SUCCESS  13
000011101   43   41   40   47   34   58   48   55 31.773956 0.000102 FAILURE  14
000011111   27   33   32   33   41   50   49   40 68.687474 0.000000 FAILURE  15
000100011   51   54   71   73   74   65   47   72 17.883338 0.022118 SUCCESS  16
000100101   58   46   39   37   43   42   29   24 64.433326 0.000000 FAILURE  17
000100111   72   77   73   73   84   78   68   83 45.393933 0.000000 FAILURE  18
000101001   84   90   74   85   57   60   65   65 45.834653 0.000000 FAILURE  19
000101011   57   57   65   67   50   34   45   24 38.805953 0.000005 FAILURE  20
000101101   53   61   56   45   61   59   53   67  6.025688 0.644354 SUCCESS  21
000101111   38   60   64   44   44   48   34   40 34.910096 0.000028 FAILURE  22
000110011   41   57   50   49   54   36   65   50 20.274596 0.009346 FAILURE  23
000110101   54   51   52   59   58   49   52   58  4.819480 0.776685 SUCCESS  24
000110111   73   75   71   84   86   98   92   89 97.364711 0.000000 FAILURE  25
000111001   80   61   61   70   75   64   46   58 18.254817 0.019395 SUCCESS  26
000111011   52   55   79   78   59   71   66   80 26.146271 0.000991 FAILURE  27
000111101   32   51   67   51   51   48   54   54 19.893775 0.010745 SUCCESS  28
000111111   22   36   36   34   36   66   52   47 66.249781 0.000000 FAILURE  29
001000011   43   45   50   44   56   49   42   54 20.161669 0.009741 FAILURE  30
001000101   55   63   49   50   44   49   48   50 12.578498 0.127199 SUCCESS  31
001000111   59   62   67   61   75   66   59   87 20.948863 0.007285 FAILURE  32
001001011   55   61   44   41   43   43   25   27 56.435814 0.000000 FAILURE  33
001001101   82   62   61   65   77   84   87   76 46.563872 0.000000 FAILURE  34
001001111   47   55   68   45   54   48   48   68 13.541541 0.094526 SUCCESS  35
001010011  103   88   77   86   67   80   87   82 100.684392 0.000000 FAILURE  36
001010101   89   86   75  100   87   72   80   61 88.519007 0.000000 FAILURE  37
001010111   56   62   76   66   47   50   50   39 18.501828 0.017763 SUCCESS  38
001011011   75   69   63   46   64   71   56   58 12.872494 0.116313 SUCCESS  39
001011101   59   48   52   39   56   59   64   57 10.435901 0.235754 SUCCESS  40
001011111   36   57   64   51   45   44   34   48 30.825751 0.000151 FAILURE  41
001100101   56   50   69   53   52   48   62   50  8.331769 0.401751 SUCCESS  42
001100111   43   46   50   57   53   47   67   51 13.991327 0.081992 SUCCESS  43
001101011   62   68   53   68   61   48   56   46  8.904924 0.350380 SUCCESS  44
001101101   80   65   59   83   63   60   68   77 26.513079 0.000858 FAILURE  45
001101111   43   52   51   49   60   69   67   61 11.087088 0.196813 SUCCESS  46
001110101   52   54   50   56   49   55   71   71  9.897366 0.272304 SUCCESS  47
001110111   56   51   81   77   82   71   79   86 47.947851 0.000000 FAILURE  48
001111011   52   60   87   52   68   76   66   65 23.904758 0.002378 FAILURE  49
001111101   48   46   51   53   47   48   43   56 15.633858 0.047931 SUCCESS  50
001111111   29   35   33   41   41   63   51   49 51.515092 0.000000 FAILURE  51
010000011   51   58   43   56   64   41   39   49 20.250142 0.009430 FAILURE  52
010000111   45   38   38   46   30   45   52   59 40.213287 0.000003 FAILURE  53
010001011   76   97   97   74   72   81   59   63 72.602840 0.000000 FAILURE  54
010001111   42   38   48   43   41   52   61   54 25.902007 0.001092 FAILURE  55
010010011   61   53   58   53   42   41   54   56 12.365832 0.135612 SUCCESS  56
010010111   57   36   50   41   47   42   46   48 28.492468 0.000389 FAILURE  57
010011011   96   88   77   84   85   95  107   87 146.231497 0.000000 FAILURE  58
010011111   69   57   46   63   63   46   62   74 12.510357 0.129844 SUCCESS  59
010100011   68   76   89   90   87   69   84   71 69.417518 0.000000 FAILURE  60
010100111  108   85   78  112   75   76   96   91 163.232152 0.000000 FAILURE  61
010101011   70   75   71   89   84   60   74   47 43.163412 0.000001 FAILURE  62
010101111   37   44   52   54   46   41   48   29 39.566496 0.000004 FAILURE  63
010110011   42   45   23   44   45   50   52   46 43.126319 0.000001 FAILURE  64
010110111   37   50   42   47   55   47   57   60 19.927571 0.010614 SUCCESS  65
010111011   55   46   42   35   52   64   57   64 19.889104 0.010764 SUCCESS  66
010111111   28   37   35   37   43   36   49   34 69.419991 0.000000 FAILURE  67
011000111   61   57   68   60   51   66   68   62  5.301963 0.724868 SUCCESS  68
011001111   34   41   37   52   34   52   42   38 49.779693 0.000000 FAILURE  69
011010111   61   61   51   56   46   54   50   54  6.437282 0.598372 SUCCESS  70
011011111   33   44   30   45   42   59   63   58 38.792490 0.000005 FAILURE  71
011101111   30   36   42   32   41   43   50   67 53.847002 0.000000 FAILURE  72
011111111   21   41   41   25   40   47   54   47 67.901379 0.000000 FAILURE  73
100000000   42   37   40   43   55   61   58   57 24.345203 0.002005 FAILURE  74
100010000   51   59   83   60   56   56   47   48 16.171293 0.039993 SUCCESS  75
100100000   50   53   44   53   63   52   39   48 16.476279 0.036049 SUCCESS  76
100101000   72   63   63   52   64   58   78   67 12.641419 0.124797 SUCCESS  77
100110000   69   47   37   52   48   56   50   54 17.413494 0.026080 SUCCESS  78
100111000   63   68   46   66   58   56   64   62  6.393869 0.603202 SUCCESS  79
101000000   41   47   37   31   48   49   63   60 34.058332 0.000040 FAILURE  80
101000100   74   72   63   80   84   85   78   66 45.950602 0.000000 FAILURE  81
101001000   61   46   54   36   50   48   60   60 15.985279 0.042591 SUCCESS  82
101001100   78   72   69   53   57   58   70   65 14.909034 0.060939 SUCCESS  83
101010000   77   64   56   86   68   81   72   66 33.562111 0.000049 FAILURE  84
101010100  137  126  118  140  127  121  123  126 666.140123 0.000000 FAILURE  85
101011000   66   64   69   85   58   43   56   41 25.396169 0.001332 FAILURE  86
101011100   49   79   92  104   56   53   52   66 66.614116 0.000000 FAILURE  87
101100000   55   48   60   56   73   54   49   48 10.163611 0.253730 SUCCESS  88
101100100  118   91   88   68   98   94  101   80 184.327592 0.000000 FAILURE  89
101101000   59   66   42   56   52   51   53   56  8.631535 0.374326 SUCCESS  90
101101100   92   68   55   49   64   70   61   58 25.583832 0.001237 FAILURE  91
101110000   72  103  102  116   81   75   72   69 145.909200 0.000000 FAILURE  92
101110100   79   71   78   61   95   75   76   90 66.313526 0.000000 FAILURE  93
101111000   24   22   13   19   41   37   32   27 154.234779 0.000000 FAILURE  94
101111100   58   76   90   55   43   52   38   46 38.279233 0.000007 FAILURE  95
110000000   61   43   41   44   46   62   57   56 17.164285 0.028443 SUCCESS  96
110000010   69   68   58   65   53   51   50   70  9.231891 0.323113 SUCCESS  97
110000100   66   71   73   70   60   63   46   50 13.854221 0.085645 SUCCESS  98
110001000   62   66  105   71   57   56   44   59 45.281830 0.000000 FAILURE  99
110001010   65   74   75   71   50   57   57   44 17.294797 0.027182 SUCCESS 100
110010000   58   54   47   50   64   57   49   57  6.510643 0.590227 SUCCESS 101
110010010   89   88   61   66   68   71   63   56 36.566913 0.000014 FAILURE 102
110010100   87   72   77   71   70   65  100   84 69.362565 0.000000 FAILURE 103
110011000   63   61   39   53   49   55   49   57 11.576714 0.171112 SUCCESS 104
110011010   99   88   79   73   83   76   96   65 94.612415 0.000000 FAILURE 105
110100000   37   38   33   28   54   35   48   48 58.844382 0.000000 FAILURE 106
110100010   97  119  105  101  100   95   82   83 230.842685 0.000000 FAILURE 107
110100100   49   35   47   22   39   46   38   50 56.680627 0.000000 FAILURE 108
110101000   60   44   54   70   63   68   62   62  8.644724 0.373147 SUCCESS 109
110101010  118  115  114  129  124  109  117  112 485.733263 0.000000 FAILURE 110
110101100   52   50   40   56   62   45   43   37 24.817794 0.001669 FAILURE 111
110110000   42   44   48   36   55   50   60   53 22.253436 0.004467 FAILURE 112
110110010  128  115  120   86  110  115  106  101 390.682748 0.000000 FAILURE 113
110110100   72   63   54   54   47   58   61   61  6.814531 0.556769 SUCCESS 114
110111000   55   71   67   85   73   84   78   71 39.918466 0.000003 FAILURE 115
110111010  102  100  110  129  146  120  111  126 522.245353 0.000000 FAILURE 116
110111100   34   20   24   23   42   52   39   36 102.966019 0.000000 FAILURE 117
111000000   52   44   42   44   51   59   69   56 16.526561 0.035434 SUCCESS 118
111000010   62  113  103  100   71   83   71   68 133.029708 0.000000 FAILURE 119
111000100   58   72  104   74   64   72   62   75 51.380734 0.000000 FAILURE 120
111000110   46   59   62   59   48   49   41   42 17.347826 0.026684 SUCCESS 121
111001000   46   48   34   48   44   44   51   55 26.842519 0.000753 FAILURE 122
111001010   79   78   64   85   78   71   95   89 74.358023 0.000000 FAILURE 123
111001100   68   55   35   47   54   55   59   55 15.072243 0.057756 SUCCESS 124
111010000   33   30   33   29   55   30   49   34 80.984745 0.000000 FAILURE 125
111010010   31   34   34   26   41   36   45   50 73.591435 0.000000 FAILURE 126
111010100   68   55   69   71   58   70   77   88 29.210422 0.000291 FAILURE 127
111010110   48   32   32   50   50   42   43   36 48.551779 0.000000 FAILURE 128
111011000   43   41   52   44   43   49   70   60 22.947486 0.003432 FAILURE 129
111011010   60   57   47   47   48   58   55   73 10.845571 0.210604 SUCCESS 130
111011100   56   53   74   63   73   84   73   69 25.178282 0.001450 FAILURE 131
111100000   35   34   39   30   42   50   49   53 50.883688 0.000000 FAILURE 132
111100010   36   39   65   55   30   52   44   38 43.841800 0.000001 FAILURE 133
111100100   43   45   27   49   46   45   51   45 37.878355 0.000008 FAILURE 134
111100110   55   40   39   38   40   48   45   38 40.214935 0.000003 FAILURE 135
111101000   29   56   72   51   49   44   45   44 32.642206 0.000071 FAILURE 136
111101010   42   50   64   80   49   54   59   68 18.287514 0.019171 SUCCESS 137
111101100   52   58   68   50   63   66   70   58  7.110999 0.524705 SUCCESS 138
111101110   66   70   88   85   93   94   79   94 101.468838 0.000000 FAILURE 139
111110000   50   76   60   51   49   69   68   76 17.863555 0.022273 SUCCESS 140
111110010   39   40   31   47   50   61   70   66 33.723122 0.000046 FAILURE 141
111110100   28   48   41   35   40   51   42   35 56.498735 0.000000 FAILURE 142
111110110   38   35   39   45   46   45   60   71 36.699074 0.000013 FAILURE 143
111111000   27   39   35   49   36   55   61   61 45.909113 0.000000 FAILURE 144
111111010   20   35   24   34   26   38   33   31 120.404371 0.000000 FAILURE 145
111111100   25   33   24   36   39   57   63   58 69.526599 0.000000 FAILURE 146
111111110   21   41   41   25   40   47   54   47 67.901379 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.804688	M = 30116	N = 8	m = 9	n = 240932
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   55   53   72   64   24   10   23   30 104.703892 0.000000 FAILURE   0
000000011   44   42   42   49   26   18   31   28 93.960953 0.000000 FAILURE   1
000000101   49   47   59   56   54   52   72   60  8.587024 0.378322 SUCCESS   2
000000111   50   59   48   40   39   61   59   49 18.308121 0.019031 SUCCESS   3
000001001   48   41   45   30   55   59   59   85 37.891269 0.000008 FAILURE   4
000001011   59   54   59   52   59   62   64   56  2.014705 0.980558 SUCCESS   5
000001101   47   51   53   55   70   57   75   65 11.917145 0.154939 SUCCESS   6
000001111   35   48   32   44   56   72   66   55 32.871358 0.000065 FAILURE   7
000010001   58   70   62   73   70   88   89   88 54.152812 0.000000 FAILURE   8
000010011   60   51   59   47   58   62   67   72  7.981172 0.435311 SUCCESS   9
000010101   63   46   60   62   65   59   74   72 11.195069 0.190889 SUCCESS  10
000010111   58   65   54   59   60   69   56   62  3.263775 0.916731 SUCCESS  11
000011001   46   48   48   69   85   78  103   78 68.189055 0.000000 FAILURE  12
000011011   51   55   61   57   53   61   54   64  3.025556 0.932744 SUCCESS  13
000011101   55   39   34   45   61   47   47   56 26.446311 0.000881 FAILURE  14
000011111   49   43   47   53   72   71   64   54 15.683590 0.047139 SUCCESS  15
000100011   63   80   80   72   75   91   91   92 79.615053 0.000000 FAILURE  16
000100101   38   44   33   35   77   55   87  111 101.102580 0.000000 FAILURE  17
000100111   66   68   67   64   70   71   82   68 19.820139 0.011038 SUCCESS  18
000101001   53   56   69   66   51   51   53   64  6.678523 0.571681 SUCCESS  19
000101011   38   41   44   33   51   55   52   66 31.799784 0.000101 FAILURE  20
000101101   63   68   50   59   48   55   57   60  5.550074 0.697486 SUCCESS  21
000101111   50   56   51   50   55   78   66   64 12.054801 0.148775 SUCCESS  22
000110011   60   54   53   66   67   79   70   70 14.694994 0.065355 SUCCESS  23
000110101   60   57   65   61   85   73   80   79 31.523922 0.000113 FAILURE  24
000110111   83   95   78   65   62   63   59   40 47.194452 0.000000 FAILURE  25
000111001   60   60   66   57   57   60   48   45  6.504324 0.590928 SUCCESS  26
000111011   68   60   59   55   57   52   54   53  3.637177 0.888287 SUCCESS  27
000111101   56   54   50   61   94   72   62   60 27.041172 0.000696 FAILURE  28
000111111   42   61   53   72   87   73   67   51 28.480103 0.000391 FAILURE  29
001000011   44   38   42   50   78   73   73   83 41.655240 0.000002 FAILURE  30
001000101   42   52   41   62   80  101   76   99 84.353333 0.000000 FAILURE  31
001000111   65   86   94   82   88  106   86   91 130.313681 0.000000 FAILURE  32
001001011   48   34   35   42   56   53   88   96 67.850822 0.000000 FAILURE  33
001001101   69   63   60   56   68   81   83   91 40.972181 0.000002 FAILURE  34
001001111   53   64   53   68   80   80   81   81 36.271818 0.000016 FAILURE  35
001010011   78   75   82   87   50   48   49   42 44.604541 0.000000 FAILURE  36
001010101   81   75   95   71   45   44   54   45 49.890697 0.000000 FAILURE  37
001010111   44   68   50   46   54   47   41   42 22.984304 0.003384 FAILURE  38
001011011   64   66   57   69   35   39   45   57 23.540423 0.002735 FAILURE  39
001011101   62   51   47   48   32   59   45   49 23.430793 0.002853 FAILURE  40
001011111   48   49   49   60   57   64   57   63  6.357601 0.607242 SUCCESS  41
001100101   44   48   69   49   69   59   69   56 13.220069 0.104499 SUCCESS  42
001100111   63   67   67   54   63   60   52   51  5.297567 0.725350 SUCCESS  43
001101011   65   50   57   51   81   66   53   63 13.641829 0.091592 SUCCESS  44
001101101   63   66   65   54   29   35   49   52 30.391077 0.000180 FAILURE  45
001101111   66   66   56   70   67   58   48   35 17.373104 0.026450 SUCCESS  46
001110101   70   58   55   39   31   40   27   41 52.542429 0.000000 FAILURE  47
001110111   78   74   82   72   48   28   34   31 66.216260 0.000000 FAILURE  48
001111011   71   70   69   62   67   71   53   49 12.906015 0.115124 SUCCESS  49
001111101   57   59   64   69   47   64   43   58  9.689371 0.287508 SUCCESS  50
001111111   52   80   72   67   63   63   47   36 25.171413 0.001454 FAILURE  51
010000011   40   24   42   43   65   53   76   66 44.255592 0.000001 FAILURE  52
010000111   53   32   43   51   79   80   75   75 42.987014 0.000001 FAILURE  53
010001011   72   77   63   70   63   87   68   69 29.000778 0.000317 FAILURE  54
010001111   57   72   74   75   89   95   84   85 74.092052 0.000000 FAILURE  55
010010011   41   47   41   54   74   70   52  100 50.926276 0.000000 FAILURE  56
010010111   58   42   40   47   45   48   61   60 19.159885 0.014028 SUCCESS  57
010011011   75   79   77   72   35   50   58   69 33.834950 0.000044 FAILURE  58
010011111   59   76   72   65   55   37   41   55 23.381061 0.002908 FAILURE  59
010100011   83   77   87   67   61   60   62   50 32.929333 0.000063 FAILURE  60
010100111   81  105   95   89   45   45   31   32 118.191434 0.000000 FAILURE  61
010101011   68   61   72   58   38   30   51   25 48.012695 0.000000 FAILURE  62
010101111   33   51   40   34   34   38   37   27 74.397314 0.000000 FAILURE  63
010110011   52   50   54   40   59   43   54   41 19.175271 0.013950 SUCCESS  64
010110111   59   63   61   61   28   36   32   34 49.765405 0.000000 FAILURE  65
010111011   69   55   54   50   28   38   42   39 40.012710 0.000003 FAILURE  66
010111111   34   66   52   59   61   45   32   33 40.324565 0.000003 FAILURE  67
011000111   68   58   46   67   96   93   76   67 56.833670 0.000000 FAILURE  68
011001111   49   57   64   52   81   75   61   46 19.279681 0.013433 SUCCESS  69
011010111   68   47   48   40   66   52   47   45 19.734688 0.011388 SUCCESS  70
011011111   68   66   54   62   58   50   42   27 27.110962 0.000676 FAILURE  71
011101111   61   44   54   54   39   27   22   23 75.799152 0.000000 FAILURE  72
011111111   51   84   85   77   47   36   24   23 85.562837 0.000000 FAILURE  73
100000000   55   53   71   64   24   10   23   30 104.257403 0.000000 FAILURE  74
100010000   38   43   49   49   76   79   82   97 62.871301 0.000000 FAILURE  75
100100000   42   31   49   38   55   42   69   71 37.526109 0.000009 FAILURE  76
100101000   55   66   62   44   71   68   71   91 30.143516 0.000199 FAILURE  77
100110000   63   48   40   50   55   64   57   57 10.787597 0.214027 SUCCESS  78
100111000   58   74   60   55   50   50   46   52 10.775232 0.214763 SUCCESS  79
101000000   58   59   43   52   28   25   42   48 49.019425 0.000000 FAILURE  80
101000100   61   58   72   47   77   82   83  110 77.274626 0.000000 FAILURE  81
101001000   49   48   49   50   54   51   57   75 12.943658 0.113803 SUCCESS  82
