		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000100011   79   63   58   51   56   62   59   52  9.695811 0.287028 SUCCESS  16
000100101   59   74   68   62   85   52   77   61 24.509277 0.001882 FAILURE  17
000100111   53   73   57   61   63   60   63   54  5.326958 0.722127 SUCCESS  18
000101001   65   69   46   56   57   59   67   69  8.589654 0.378085 SUCCESS  19
000101011   58   57   69   51   65   60   57   52  4.539171 0.805501 SUCCESS  20
000101101   59   63   45   61   53   39   54   62 11.823227 0.159267 SUCCESS  21
000101111   61   58   48   67   53   68   62   70  7.791564 0.454091 SUCCESS  22
000110011   63   52   65   50   58   51   48   60  6.323832 0.611007 SUCCESS  23
000110101   56   60   65   67   63   60   62   55  2.786863 0.947013 SUCCESS  24
000110111   62   61   53   65   62   75   62   45  9.852901 0.275503 SUCCESS  25
000111001   65   61   60   65   59   51   53   57  3.181202 0.922477 SUCCESS  26
000111011   66   49   61   43   59   63   54   51  8.866743 0.353662 SUCCESS  27
000111101   65   56   59   58   66   67   44   74 10.829650 0.211540 SUCCESS  28
000111111   68   50   66   57   45   79   51   62 15.590507 0.048631 SUCCESS  29
001000011   61   44   66   68   57   56   58   77 12.363460 0.135709 SUCCESS  30
001000101   53   65   56   63   55   59   66   64  3.354709 0.910169 SUCCESS  31
001000111   85   59   63   60   49   57   52   52 15.777134 0.045683 SUCCESS  32
001001011   54   75   72   54   83   58   58   57 18.856982 0.015644 SUCCESS  33
001001101   54   54   59   60   63   62   55   51  2.653195 0.954204 SUCCESS  34
001001111   62   59   67   67   60   47   65   57  5.748979 0.675326 SUCCESS  35
001010011   65   75   43   59   60   56   66   80 18.651123 0.016841 SUCCESS  36
001010101   61   45   54   46   58   50   47   46 13.437197 0.097666 SUCCESS  37
001010111   57   61   66   61   47   46   67   58  7.663529 0.467008 SUCCESS  38
001011011   59   61   48   67   61   46   49   69  9.805987 0.278908 SUCCESS  39
001011101   65   50   46   58   60   62   62   70  7.520520 0.481649 SUCCESS  40
001011111   59   57   59   62   56   60   60   72  3.487415 0.900164 SUCCESS  41
001100101   66   53   67   76   61   51   73   61 12.664521 0.123926 SUCCESS  42
001100111   61   63   73   52   51   61   54   69  8.140432 0.419874 SUCCESS  43
001101011   60   59   61   62   55   68   50   49  5.085449 0.748405 SUCCESS  44
001101101   52   51   60   66   65   54   62   62  4.260640 0.832875 SUCCESS  45
001101111   52   60   58   61   53   68   63   48  5.377581 0.716562 SUCCESS  46
001110101   58   69   56   55   46   56   62   54  5.839922 0.665157 SUCCESS  47
001110111   57   66   62   55   56   65   50   58  3.589623 0.892124 SUCCESS  48
001111011   62   71   60   50   63   64   43   57  9.416799 0.308364 SUCCESS  49
001111101   56   55   67   52   66   63   67   56  4.926505 0.765402 SUCCESS  50
001111111   59   52   65   66   49   74   62   57  8.386611 0.396644 SUCCESS  51
010000011   54   54   58   55   54   68   51   61  4.127453 0.845445 SUCCESS  52
010000111   67   40   46   66   55   56   65   60 12.286529 0.138870 SUCCESS  53
010001011   66   54   52   69   72   50   72   63 11.752478 0.162594 SUCCESS  54
010001111   72   55   67   53   43   55   56   58  9.887108 0.273039 SUCCESS  55
010010011   57   53   61   65   64   66   62   60  2.997873 0.934491 SUCCESS  56
010010111   54   60   72   53   81   59   53   53 13.932440 0.083543 SUCCESS  57
010011011   62   47   56   63   71   56   62   63  6.319642 0.611475 SUCCESS  58
010011111   60   51   61   53   64   58   81   57 10.978291 0.202932 SUCCESS  59
010100011   52   75   45   49   54   58   58   51 11.969533 0.152568 SUCCESS  60
010100111   53   67   50   56   57   60   55   52  4.427552 0.816637 SUCCESS  61
010101011   43   48   56   47   52   61   55   44 14.045844 0.080578 SUCCESS  62
010101111   52   61   60   61   50   51   64   59  3.919259 0.864334 SUCCESS  63
010110011   59   53   71   62   49   57   61   59  5.220972 0.733718 SUCCESS  64
010110111   55   55   56   65   67   62   42   71 10.263658 0.247006 SUCCESS  65
010111011   62   53   53   61   46   59   60   62  4.538690 0.805550 SUCCESS  66
010111111   54   60   51   64   59   71   64   67  6.246969 0.619589 SUCCESS  67
011000111   76   66   61   65   43   60   48   63 13.648276 0.091406 SUCCESS  68
011001111   67   58   70   51   53   60   67   62  6.444380 0.597583 SUCCESS  69
011010111   56   67   52   55   61   64   63   54  3.662776 0.886196 SUCCESS  70
011011111   56   61   63   58   62   57   55   61  1.119865 0.997372 SUCCESS  71
011101111   49   62   56   49   54   59   47   56  6.696603 0.569692 SUCCESS  72
011111111   56   52   70   61   47   70   60   66  8.830201 0.356822 SUCCESS  73
100000000   66   56   58   70   59   62   60   49  5.159083 0.740446 SUCCESS  74
100010000   53   58   79   61   56   69   59   65 10.500014 0.231669 SUCCESS  75
100100000   51   61   51   68   53   67   54   59  5.894323 0.659068 SUCCESS  76
100101000   66   54   53   60   64   50   64   66  5.156267 0.740751 SUCCESS  77
100110000   59   53   59   65   58   61   63   60  1.698977 0.988891 SUCCESS  78
100111000   46   66   59   49   59   68   59   65  7.647593 0.468629 SUCCESS  79
101000000   67   60   67   60   78   52   53   68 11.782494 0.161175 SUCCESS  80
101000100   57   60   71   64   66   69   74   71 12.581546 0.127081 SUCCESS  81
101001000   57   54   50   49   51   57   60   51  5.744239 0.675856 SUCCESS  82
101001100   62   84   55   55   50   61   64   67 14.952805 0.060070 SUCCESS  83
101010000   69   52   51   65   85   60   56   57 16.673242 0.033697 SUCCESS  84
101010100   59   43   48   45   62   50   51   57 12.471713 0.131365 SUCCESS  85
101011000   62   54   62   53   60   55   47   56  4.227326 0.836053 SUCCESS  86
101011100   57   59   63   49   61   58   65   54  3.235123 0.918748 SUCCESS  87
101100000   72   64   59   71   59   69   49   50 11.032692 0.199854 SUCCESS  88
101100100   71   53   69   66   60   55   50   46 10.471852 0.233456 SUCCESS  89
101101000   56   55   74   59   54   64   64   53  6.400763 0.602435 SUCCESS  90
101101100   59   61   49   73   58   56   51   59  6.540955 0.586869 SUCCESS  91
101110000   62   62   62   57   70   52   49   64  5.778515 0.672026 SUCCESS  92
101110100   59   37   56   57   53   70   60   48 13.433007 0.097794 SUCCESS  93
101111000   51   56   40   61   66   48   68   70 14.166873 0.077518 SUCCESS  94
101111100   59   75   64   58   63   57   52   53  6.871552 0.550553 SUCCESS  95
110000000   64   55   57   56   56   65   55   57  2.050180 0.979435 SUCCESS  96
110000010   61   60   53   66   61   59   56   60  1.861219 0.984975 SUCCESS  97
110000100   66   51   60   53   62   56   47   54  5.774737 0.672448 SUCCESS  98
110001000   56   71   66   59   50   68   59   60  6.539101 0.587074 SUCCESS  99
110001010   51   58   54   53   58   44   54   68  7.841226 0.449132 SUCCESS 100
110010000   54   65   59   69   56   58   49   69  6.576605 0.582924 SUCCESS 101
110010010   53   67   72   59   57   56   70   54  7.640106 0.469391 SUCCESS 102
110010100   72   61   45   57   61   60   64   65  7.813132 0.451934 SUCCESS 103
110011000   59   44   60   60   64   56   66   60  5.453550 0.708181 SUCCESS 104
110011010   70   57   56   52   50   51   52   58  6.475289 0.594150 SUCCESS 105
110100000   63   69   69   58   54   52   60   66  6.130680 0.632596 SUCCESS 106
110100010   59   47   67   63   63   72   71   71 12.540264 0.128677 SUCCESS 107
110100100   51   60   56   57   59   49   48   60  5.062920 0.750831 SUCCESS 108
110101000   65   66   52   62   66   63   59   59  3.798779 0.874807 SUCCESS 109
110101010   41   45   50   46   56   61   59   55 13.653840 0.091246 SUCCESS 110
110101100   66   52   59   57   60   51   46   63  6.072501 0.639111 SUCCESS 111
110110000   69   57   54   66   56   76   48   56 10.729296 0.217514 SUCCESS 112
110110010   58   59   71   58   60   55   43   44 11.166291 0.192454 SUCCESS 113
110110100   57   54   64   61   51   59   62   61  2.358728 0.967993 SUCCESS 114
110111000   64   56   55   65   60   60   52   67  3.587288 0.892311 SUCCESS 115
110111010   66   38   47   51   54   74   62   51 17.761540 0.023087 SUCCESS 116
110111100   40   71   45   56   53   58   55   64 13.657617 0.091138 SUCCESS 117
111000000   52   65   55   53   58   65   60   71  5.662225 0.685008 SUCCESS 118
111000010   61   57   59   46   66   65   55   57  4.923208 0.765751 SUCCESS 119
111000100   65   66   65   53   57   79   59   66 10.990037 0.202264 SUCCESS 120
111000110   67   61   52   67   69   56   76   60 10.448910 0.234920 SUCCESS 121
111001000   53   63   59   73   53   62   47   66  8.578389 0.379100 SUCCESS 122
111001010   71   54   46   54   49   55   56   57  8.452689 0.390544 SUCCESS 123
111001100   62   57   61   67   71   59   69   70  8.147026 0.419242 SUCCESS 124
111010000   68   46   57   57   51   60   59   54  5.988564 0.648513 SUCCESS 125
111010010   47   53   66   64   66   55   61   56  5.816019 0.667832 SUCCESS 126
111010100   56   67   48   58   57   64   64   56  4.528387 0.806586 SUCCESS 127
111010110   62   59   51   57   57   59   54   74  5.832435 0.665995 SUCCESS 128
111011000   66   57   62   58   61   61   42   49  7.985197 0.434918 SUCCESS 129
111011010   72   55   64   58   62   62   63   67  5.649587 0.686417 SUCCESS 130
111011100   52   61   60   55   57   67   53   65  3.684345 0.884421 SUCCESS 131
111100000   61   56   55   58   69   47   69   65  7.269189 0.507887 SUCCESS 132
111100010   67   73   56   54   50   70   65   74 13.568117 0.093740 SUCCESS 133
111100100   50   70   65   65   41   70   53   65 13.961976 0.082762 SUCCESS 134
111100110   53   65   60   59   55   63   67   60  3.062578 0.930369 SUCCESS 135
111101000   68   51   80   63   58   68   73   56 15.943634 0.043194 SUCCESS 136
111101010   47   57   49   58   57   52   64   67  6.737885 0.565159 SUCCESS 137
111101100   66   57   65   57   65   51   47   50  7.260260 0.508831 SUCCESS 138
111101110   55   56   47   57   58   63   50   57  4.643715 0.794889 SUCCESS 139
111110000   49   57   61   49   64   56   60   62  4.341280 0.825095 SUCCESS 140
111110010   62   63   66   61   48   55   54   59  4.198271 0.838806 SUCCESS 141
111110100   55   65   84   50   62   80   59   50 22.895719 0.003501 FAILURE 142
111110110   67   56   57   64   60   57   53   56  2.664460 0.953621 SUCCESS 143
111111000   58   56   67   55   62   72   58   67  6.017207 0.645304 SUCCESS 144
111111010   51   63   62   55   52   65   57   58  3.372980 0.908821 SUCCESS 145
111111100   66   58   66   60   65   65   59   59  3.206548 0.920735 SUCCESS 146
111111110   56   52   70   61   47   70   60   66  8.830201 0.356822 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   44   61   51   58   65   58   51   60  6.805406 0.557766 SUCCESS   0
000000011   46   56   58   55   57   68   48   58  6.897311 0.547752 SUCCESS   1
000000101   47   50   61   52   68   50   70   71 12.381731 0.134967 SUCCESS   2
000000111   47   55   53   63   52   72   63   48  9.846307 0.275979 SUCCESS   3
000001001   67   57   47   62   59   59   61   58  3.965692 0.860205 SUCCESS   4
000001011   47   53   69   60   59   67   70   58  8.291890 0.405489 SUCCESS   5
000001101   51   66   56   59   64   64   56   63  3.516951 0.897870 SUCCESS   6
000001111   54   59   44   61   66   56   75   54 10.412299 0.237272 SUCCESS   7
000010001   68   51   64   59   65   57   71   66  7.288903 0.505807 SUCCESS   8
000010011   70   57   60   56   59   63   66   58  3.655289 0.886809 SUCCESS   9
000010101   55   63   45   51   65   72   56   71 11.475801 0.176169 SUCCESS  10
000010111   51   53   80   48   68   65   60   56 13.940407 0.083332 SUCCESS  11
000011001   61   47   66   48   59   56   70   62  8.020846 0.431436 SUCCESS  12
000011011   45   72   56   59   65   60   57   49  8.999930 0.342302 SUCCESS  13
000011101   56   48   55   50   50   51   66   52  7.970635 0.436344 SUCCESS  14
000011111   48   61   65   57   63   47   65   50  7.668681 0.466485 SUCCESS  15
000100011   81   63   59   66   51   60   77   76 21.995902 0.004923 FAILURE  16
000100101   65   55   56   65   49   55   48   56  5.880242 0.660645 SUCCESS  17
000100111   64   57   71   56   54   62   57   58  3.938972 0.862587 SUCCESS  18
000101001   51   55   55   64   59   53   48   66  5.612495 0.690547 SUCCESS  19
000101011   51   58   50   57   62   65   60   69  5.210187 0.734893 SUCCESS  20
000101101   52   56   51   70   51   47   74   56 11.948445 0.153519 SUCCESS  21
000101111   47   55   65   60   64   64   68   53  6.433115 0.598836 SUCCESS  22
000110011   68   51   56   50   69   61   66   52  7.696362 0.463678 SUCCESS  23
000110101   45   65   51   47   63   67   76   67 15.417482 0.051518 SUCCESS  24
000110111   60   66   49   69   67   59   58   49  7.336710 0.500778 SUCCESS  25
000111001   63   54   60   62   59   67   69   48  5.981558 0.649298 SUCCESS  26
000111011   52   57   49   60   49   60   64   44  8.633683 0.374134 SUCCESS  27
000111101   53   57   53   53   74   52   68   53  8.788919 0.360414 SUCCESS  28
000111111   59   48   57   60   59   50   68   53  5.580143 0.694146 SUCCESS  29
001000011   55   59   60   61   68   51   64   58  3.408630 0.906164 SUCCESS  30
001000101   57   57   68   59   58   52   62   63  2.916272 0.939501 SUCCESS  31
001000111   72   53   52   62   40   53   66   66 13.279694 0.102582 SUCCESS  32
001001011   69   53   61   60   47   64   48   67  8.689046 0.369203 SUCCESS  33
001001101   70   65   50   45   52   59   68   51 10.966545 0.203602 SUCCESS  34
001001111   67   61   62   72   54   46   61   55  8.134800 0.420415 SUCCESS  35
001010011   49   61   67   64   70   70   51   72 11.969121 0.152587 SUCCESS  36
001010101   55   71   60   56   60   56   56   58  3.346261 0.910788 SUCCESS  37
001010111   58   57   57   67   56   54   50   69  5.042313 0.753044 SUCCESS  38
001011011   60   52   60   78   43   55   61   52 12.890025 0.115690 SUCCESS  39
001011101   62   47   63   68   58   75   47   66 12.409413 0.133850 SUCCESS  40
001011111   61   52   66   53   51   57   52   45  7.697736 0.463539 SUCCESS  41
001100101   61   66   74   67   55   64   55   69  9.044989 0.338515 SUCCESS  42
001100111   69   63   56   66   61   64   59   54  4.150464 0.843299 SUCCESS  43
001101011   57   68   56   55   60   59   68   63  3.757978 0.878273 SUCCESS  44
001101101   54   60   60   53   55   52   60   56  2.282278 0.971112 SUCCESS  45
001101111   60   66   45   64   59   54   59   44  9.023833 0.340289 SUCCESS  46
001110101   62   68   69   49   61   62   63   69  7.583851 0.475138 SUCCESS  47
001110111   64   57   52   62   55   61   62   49  3.735449 0.880169 SUCCESS  48
001111011   55   62   55   54   66   58   57   55  2.328711 0.969240 SUCCESS  49
001111101   56   64   69   72   64   49   50   48 11.083316 0.197023 SUCCESS  50
001111111   59   47   58   56   53   60   67   56  4.538690 0.805550 SUCCESS  51
010000011   57   56   63   60   55   48   65   57  3.570391 0.893659 SUCCESS  52
010000111   49   48   75   49   62   55   59   67 11.661946 0.166936 SUCCESS  53
010001011   50   56   61   61   43   57   57   61  6.264279 0.617655 SUCCESS  54
010001111   70   56   51   59   67   56   58   71  7.358759 0.498466 SUCCESS  55
010010011   69   60   58   57   56   58   60   54  2.502218 0.961627 SUCCESS  56
010010111   66   53   57   66   54   67   35   72 17.083517 0.029251 SUCCESS  57
010011011   68   64   67   52   58   50   56   47  7.920492 0.441275 SUCCESS  58
010011111   65   54   60   86   56   57   68   65 16.465528 0.036181 SUCCESS  59
010100011   57   69   61   51   61   62   57   58  3.373461 0.908785 SUCCESS  60
010100111   62   61   57   65   64   68   51   75  8.638904 0.373667 SUCCESS  61
010101011   47   65   47   63   54   69   59   57  8.177455 0.416331 SUCCESS  62
010101111   57   60   56   60   63   60   42   61  5.631728 0.688406 SUCCESS  63
010110011   66   63   52   47   69   57   53   65  7.636809 0.469727 SUCCESS  64
010110111   46   60   65   56   51   56   59   60  4.957895 0.762067 SUCCESS  65
010111011   61   39   65   58   64   64   50   62 10.160488 0.253942 SUCCESS  66
010111111   55   59   62   64   42   59   56   54  6.421369 0.600142 SUCCESS  67
011000111   67   53   65   57   60   62   68   57  4.253153 0.833591 SUCCESS  68
011001111   61   60   56   61   59   59   48   62  2.566923 0.958537 SUCCESS  69
011010111   47   57   67   66   51   47   65   58  8.807671 0.358780 SUCCESS  70
011011111   57   61   49   53   55   64   58   52  3.981147 0.858820 SUCCESS  71
011101111   70   52   47   67   60   63   56   55  7.377030 0.496553 SUCCESS  72
011111111   55   48   61   57   59   68   61   47  6.472954 0.594409 SUCCESS  73
100000000   44   61   51   58   65   58   51   59  6.781021 0.560433 SUCCESS  74
100010000   68   56   76   53   68   52   60   64 10.215851 0.250202 SUCCESS  75
100100000   53   51   59   63   61   57   69   60  3.968508 0.859954 SUCCESS  76
100101000   53   63   60   57   54   53   54   44  6.245046 0.619804 SUCCESS  77
100110000   62   51   53   58   72   50   72   72 12.401445 0.134171 SUCCESS  78
100111000   65   60   62   56   59   75   73   58  9.182847 0.327107 SUCCESS  79
101000000   52   64   49   51   66   62   64   57  5.672529 0.683859 SUCCESS  80
101000100   70   59   68   47   58   53   58   59  6.757598 0.562998 SUCCESS  81
101001000   48   62   63   62   69   42   55   59  9.770819 0.281481 SUCCESS  82
101001100   55   73   66   61   59   52   63   66  6.826081 0.555508 SUCCESS  83
101010000   43   58   65   58   60   53   50   58  7.083937 0.527604 SUCCESS  84
101010100   52   71   68   59   48   42   48   63 14.299098 0.074295 SUCCESS  85
101011000   65   53   41   57   67   67   65   58  9.947142 0.268756 SUCCESS  86
101011100   53   63   61   70   46   54   74   68 12.025376 0.150075 SUCCESS  87
101100000   50   51   56   57   59   58   63   61  3.037232 0.931999 SUCCESS  88
101100100   55   57   63   62   41   68   67   49 10.733967 0.217233 SUCCESS  89
101101000   63   64   63   54   61   57   67   53  3.414262 0.905741 SUCCESS  90
101101100   59   56   64   67   35   66   66   55 13.834421 0.086185 SUCCESS  91
101110000   53   66   46   53   63   55   57   56  5.739569 0.676378 SUCCESS  92
101110100   67   62   62   62   62   61   47   56  4.572004 0.802187 SUCCESS  93
101111000   60   62   44   67   64   60   73   66 10.191466 0.251844 SUCCESS  94
101111100   55   54   47   50   66   73   60   49 10.644397 0.222673 SUCCESS  95
110000000   42   56   44   55   64   62   52   59 10.684236 0.220241 SUCCESS  96
110000010   63   48   60   72   67   75   58   63 11.560700 0.171907 SUCCESS  97
110000100   76   62   49   52   53   55   56   55  9.124187 0.331928 SUCCESS  98
110001000   82   68   70   58   58   53   62   71 16.557914 0.035056 SUCCESS  99
110001010   56   60   56   69   46   67   58   67  7.385479 0.495670 SUCCESS 100
110010000   50   47   55   55   53   70   75   70 13.934775 0.083481 SUCCESS 101
110010010   70   56   61   59   48   55   58   44  8.601812 0.376991 SUCCESS 102
110010100   59   70   67   56   64   60   54   51  5.499984 0.703042 SUCCESS 103
110011000   65   47   53   51   64   59   62   60  5.469486 0.706418 SUCCESS 104
110011010   51   63   71   53   67   57   55   64  6.555037 0.585310 SUCCESS 105
110100000   56   64   55   61   61   59   64   62  1.691009 0.989065 SUCCESS 106
110100010   58   54   69   55   58   57   58   65  3.254356 0.917396 SUCCESS 107
110100100   49   66   61   58   58   57   48   49  6.510458 0.590248 SUCCESS 108
110101000   51   59   64   46   66   64   56   43 10.346633 0.241535 SUCCESS 109
110101010   44   65   56   66   42   55   51   62 12.050654 0.148958 SUCCESS 110
110101100   56   71   47   58   60   53   64   70  8.510868 0.385221 SUCCESS 111
110110000   55   62   55   54   52   67   56   57  3.286227 0.915133 SUCCESS 112
110110010   56   55   73   69   53   63   60   45 10.041863 0.262100 SUCCESS 113
110110100   56   52   56   62   68   56   55   59  3.151186 0.924514 SUCCESS 114
110111000   43   60   51   45   58   51   63   52 11.049040 0.198936 SUCCESS 115
110111010   63   66   60   61   63   52   43   55  7.100834 0.525794 SUCCESS 116
110111100   62   58   51   63   52   51   61   62  3.721848 0.881307 SUCCESS 117
111000000   52   55   48   56   59   67   60   58  4.479137 0.811517 SUCCESS 118
111000010   75   78   58   49   54   56   59   65 14.011225 0.081473 SUCCESS 119
111000100   66   53   69   63   55   51   72   68  9.512482 0.300922 SUCCESS 120
111000110   73   53   62   56   60   64   64   67  6.607102 0.579554 SUCCESS 121
111001000   58   54   62   58   58   59   70   66  3.733594 0.880324 SUCCESS 122
111001010   66   55   60   62   72   63   59   60  4.764744 0.782399 SUCCESS 123
111001100   55   53   54   62   59   66   58   62  2.534570 0.960099 SUCCESS 124
111010000   42   56   66   61   64   50   60   70 10.166120 0.253560 SUCCESS 125
111010010   55   52   73   67   54   49   51   57  9.018681 0.340722 SUCCESS 126
111010100   63   64   73   54   76   67   51   48 14.235836 0.075822 SUCCESS 127
111010110   48   64   49   54   58   58   55   65  5.577327 0.694459 SUCCESS 128
111011000   61   56   53   69   57   75   55   57  7.623690 0.471065 SUCCESS 129
111011010   50   50   54   54   54   57   48   60  6.082323 0.638011 SUCCESS 130
111011100   64   58   58   48   62   47   60   45  8.558195 0.380924 SUCCESS 131
111100000   57   48   46   60   62   59   51   65  6.946079 0.542461 SUCCESS 132
111100010   68   62   50   72   58   60   54   64  7.007075 0.535870 SUCCESS 133
111100100   67   55   71   61   58   43   74   79 19.768545 0.011248 SUCCESS 134
111100110   46   57   55   65   62   55   51   56  5.514958 0.701382 SUCCESS 135
111101000   51   52   61   57   66   50   62   61  4.565891 0.802805 SUCCESS 136
111101010   63   55   65   55   66   53   51   45  7.419685 0.492101 SUCCESS 137
111101100   61   55   58   75   68   64   54   68  8.814746 0.358164 SUCCESS 138
111101110   76   67   62   53   61   52   49   50 11.104884 0.195827 SUCCESS 139
111110000   65   69   58   51   51   59   58   65  5.342893 0.720377 SUCCESS 140
111110010   52   61   59   73   53   60   75   61  9.755845 0.282582 SUCCESS 141
111110100   51   62   61   65   65   51   57   53  4.406465 0.818716 SUCCESS 142
111110110   57   61   56   70   60   60   57   65  3.265620 0.916600 SUCCESS 143
111111000   68   62   60   64   38   71   49   61 14.167354 0.077506 SUCCESS 144
111111010   50   52   66   54   64   53   65   54  5.642512 0.687205 SUCCESS 145
111111100   58   59   64   56   47   60   53   52  4.508673 0.808565 SUCCESS 146
111111110   55   48   61   57   59   68   61   47  6.472954 0.594409 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 58.806641	M = 30117	N = 8	m = 9	n = 240939
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   69   63   68   57   56   55   65   61  4.832264 0.775344 SUCCESS   0
000000011   63   62   71   62   59   53   68   58  5.373391 0.717023 SUCCESS   1
000000101   58   53   67   61   67   57   70   54  5.716627 0.678939 SUCCESS   2
000000111   60   74   73   54   55   54   69   61 10.605520 0.225068 SUCCESS   3
000001001   52   72   53   63   76   62   55   42 15.376681 0.052222 SUCCESS   4
000001011   51   49   67   64   62   60   63   59  4.931656 0.764855 SUCCESS   5
000001101   60   60   59   60   48   63   72   51  6.570972 0.583547 SUCCESS   6
000001111   58   76   72   44   49   45   59   51 18.240779 0.019492 SUCCESS   7
000010001   59   48   46   58   53   59   63   61  5.936979 0.654291 SUCCESS   8
000010011   58   68   49   57   78   62   74   55 14.217084 0.076280 SUCCESS   9
000010101   60   61   53   60   73   52   69   52  7.726379 0.460644 SUCCESS  10
000010111   46   58   64   50   77   56   59   52 11.507672 0.174559 SUCCESS  11
000011001   54   43   56   71   56   56   59   51  8.901911 0.350638 SUCCESS  12
000011011   50   56   54   60   50   64   65   68  5.932308 0.654814 SUCCESS  13
000011101   48   56   68   59   69   55   60   53  6.378714 0.604890 SUCCESS  14
000011111   63   68   43   59   60   39   63   56 13.560561 0.093963 SUCCESS  15
000100011   61   50   60   66   58   62   61   62  2.837967 0.944111 SUCCESS  16
000100101   61   64   57   57   67   44   69   58  7.547721 0.478847 SUCCESS  17
000100111   56   56   57   55   70   46   67   67  8.037262 0.429839 SUCCESS  18
000101001   68   70   55   64   53   63   58   69  7.159013 0.519578 SUCCESS  19
000101011   59   45   66   64   72   49   65   52 10.977810 0.202960 SUCCESS  20
000101101   53   50   49   63   42   44   62   55 13.213066 0.104726 SUCCESS  21
000101111   50   56   68   49   91   68   69   53 26.810199 0.000762 FAILURE  22
000110011   56   53   65   64   60   56   72   47  7.555688 0.478028 SUCCESS  23
000110101   62   60   52   50   46   45   73   66 13.071019 0.109429 SUCCESS  24
000110111   53   49   50   62   58   64   69   56  6.278360 0.616083 SUCCESS  25
000111001   62   64   56   61   69   50   55   66  5.232236 0.732490 SUCCESS  26
000111011   66   53   67   69   63   62   63   45  8.659991 0.371785 SUCCESS  27
000111101   74   58   61   58   54   62   50   60  6.140983 0.631443 SUCCESS  28
000111111   63   60   39   60   63   49   69   68 12.571174 0.127481 SUCCESS  29
001000011   42   70   54   60   52   58   56   59  8.566643 0.380160 SUCCESS  30
001000101   47   51   60   61   56   49   54   58  5.879761 0.660698 SUCCESS  31
001000111   68   45   55   75   54   62   57   67 11.527386 0.173569 SUCCESS  32
001001011   55   71   70   52   61   43   57   60 10.447468 0.235013 SUCCESS  33
001001101   56   60   53   70   62   60   58   61  3.259988 0.916999 SUCCESS  34
001001111   71   73   57   57   62   53   57   65  7.775628 0.455689 SUCCESS  35
001010011   50   64   73   56   59   62   70   57  7.959438 0.437442 SUCCESS  36
001010101   58   60   48   60   67   52   53   66  5.612976 0.690494 SUCCESS  37
001010111   65   53   64   55   64   53   51   55  4.390049 0.820330 SUCCESS  38
001011011   65   57   59   52   51   52   56   59  3.572726 0.893473 SUCCESS  39
001011101   49   68   49   46   63   59   56   51  9.272347 0.319845 SUCCESS  40
001011111   60   63   66   55   78   64   45   62 11.982240 0.151998 SUCCESS  41
001100101   54   57   56   61   41   70   57   59  8.523507 0.384070 SUCCESS  42
001100111   66   60   59   54   64   70   67   48  7.253254 0.509571 SUCCESS  43
001101011   65   55   58   58   47   44   63   55  7.822474 0.451001 SUCCESS  44
001101101   54   48   65   69   45   64   59   64  9.262525 0.320636 SUCCESS  45
001101111   64   58   48   57   54   57   75   56  7.809835 0.452263 SUCCESS  46
001110101   57   59   63   57   52   50   68   58  4.100733 0.847922 SUCCESS  47
001110111   66   52   61   53   63   69   66   45  8.800184 0.359432 SUCCESS  48
001111011   75   59   71   53   54   60   49   65 10.615823 0.224431 SUCCESS  49
001111101   56   51   38   62   52   59   56   59  9.956483 0.268094 SUCCESS  50
001111111   49   53   58   52   69   50   68   60  7.812171 0.452030 SUCCESS  51
010000011   56   43   68   44   62   66   60   51 12.059102 0.148586 SUCCESS  52
010000111   59   76   50   60   52   51   42   63 13.750003 0.088519 SUCCESS  53
010001011   46   63   63   57   61   62   60   54  4.255007 0.833414 SUCCESS  54
010001111   54   47   51   63   54   55   51   68  7.457189 0.488201 SUCCESS  55
010010011   55   76   66   64   63   71   50   52 11.939104 0.153942 SUCCESS  56
010010111   65   73   59   53   55   58   62   60  5.281005 0.727163 SUCCESS  57
010011011   45   63   51   63   68   59   59   61  6.614109 0.578780 SUCCESS  58
010011111   65   56   50   65   63   65   54   67  5.421679 0.711701 SUCCESS  59
010100011   59   42   56   64   55   62   53   62  6.786654 0.559816 SUCCESS  60
010100111   61   65   68   60   61   65   74   66  7.998385 0.433628 SUCCESS  61
010101011   58   66   52   59   64   55   51   56  3.675896 0.885118 SUCCESS  62
